1,"Wed Oct 04 11:40:19 CEST 2023",220
2,"Wed Oct 04 11:40:25 CEST 2023",281
3,"Wed Oct 04 11:40:30 CEST 2023",239
4,"Wed Oct 04 11:40:38 CEST 2023",237
5,"Wed Oct 04 11:40:45 CEST 2023",249
6,"Wed Oct 04 11:40:53 CEST 2023",253
7,"Wed Oct 04 11:40:59 CEST 2023",270
8,"Wed Oct 04 11:41:05 CEST 2023",302
9,"Wed Oct 04 11:41:11 CEST 2023",228
10,"Wed Oct 04 11:41:17 CEST 2023",303
